Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"response = sendRequest(findTestObject(""wsdl"", [""operandA"":80]))",,,,2019-11-22 15:18:39,2019-11-22 15:18:41,2.142s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-11-22 15:18:41,2019-11-22 15:18:41,0.002s,PASSED
getStatusCode()).isEqualTo(200),,,,2019-11-22 15:18:41,2019-11-22 15:18:41,0.001s,PASSED
"verifyElementPropertyValue(response, ""AddResponse.AddResult"", 100)",,,,2019-11-22 15:18:41,2019-11-22 15:18:41,0.214s,PASSED
bodyContent = response.getResponseBodyContent(),,,,2019-11-22 15:18:41,2019-11-22 15:18:41,0.008s,PASSED
AddResponse = XmlSlurper().parseText(bodyContent),,,,2019-11-22 15:18:41,2019-11-22 15:18:41,0.005s,PASSED
"response = sendRequestAndVerify(findTestObject(""wsdl"", [""operandA"":10]))",,,,2019-11-22 15:18:41,2019-11-22 15:18:43,1.609s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-11-22 15:18:43,2019-11-22 15:18:43,0.006s,PASSED
"verifyElementPropertyValue(response, ""AddResponse.AddResult"", 30)",,,,2019-11-22 15:18:43,2019-11-22 15:18:43,0.026s,PASSED
Start listener action : sampleAfterTestCase,,,,2019-11-22 15:18:43,2019-11-22 15:18:43,0.001s,PASSED
Start listener action : autoUpdateJobStatus,,,,2019-11-22 15:18:43,2019-11-22 15:18:43,0.001s,PASSED
Video,,,,2019-11-22 15:18:45,2019-11-22 15:18:45,0.001s,PASSED
,,,,,,,
Test Cases/client-ssl-cert,,,,2019-11-22 15:18:45,2019-11-22 15:18:47,2.539s,PASSED
Start listener action : enableSauceLabs,,,,2019-11-22 15:18:45,2019-11-22 15:18:45,0.001s,PASSED
"response = sendRequest(findTestObject(""client-ssl-cert-4""))",,,,2019-11-22 15:18:45,2019-11-22 15:18:45,0.482s,PASSED
println(response.getStatusCode()),,,,2019-11-22 15:18:45,2019-11-22 15:18:45,0.001s,PASSED
Start listener action : sampleAfterTestCase,,,,2019-11-22 15:18:45,2019-11-22 15:18:45,0.001s,PASSED
Start listener action : autoUpdateJobStatus,,,,2019-11-22 15:18:45,2019-11-22 15:18:45,0.002s,PASSED
Video,,,,2019-11-22 15:18:47,2019-11-22 15:18:47,0.000s,PASSED
,,,,,,,
Test Cases/follow-redirects,,,,2019-11-22 15:18:47,2019-11-22 15:18:50,2.670s,PASSED
Start listener action : enableSauceLabs,,,,2019-11-22 15:18:47,2019-11-22 15:18:47,0.001s,PASSED
"request = findTestObject(""follow-redirects"")",,,,2019-11-22 15:18:47,2019-11-22 15:18:47,0.044s,PASSED
request.setFollowRedirects(false),,,,2019-11-22 15:18:47,2019-11-22 15:18:47,0.001s,PASSED
response = sendRequest(request),,,,2019-11-22 15:18:47,2019-11-22 15:18:48,0.533s,PASSED
println(response.getStatusCode()),,,,2019-11-22 15:18:48,2019-11-22 15:18:48,0.000s,PASSED
Start listener action : sampleAfterTestCase,,,,2019-11-22 15:18:48,2019-11-22 15:18:48,0.000s,PASSED
Start listener action : autoUpdateJobStatus,,,,2019-11-22 15:18:48,2019-11-22 15:18:48,0.001s,PASSED
Video,,,,2019-11-22 15:18:50,2019-11-22 15:18:50,0.001s,PASSED
,,,,,,,
Test Cases/requestbin,,,,2019-11-22 15:18:50,2019-11-22 15:18:55,5.075s,PASSED
Start listener action : enableSauceLabs,,,,2019-11-22 15:18:50,2019-11-22 15:18:50,0.001s,PASSED
"requestObject = findTestObject(""requestbin"", [""productName"":""soft drink 1""])",,,,2019-11-22 15:18:50,2019-11-22 15:18:50,0.070s,PASSED
response1 = sendRequest(requestObject),,,,2019-11-22 15:18:50,2019-11-22 15:18:51,1.413s,PASSED
"verifyResponseStatusCode(response1, 200)",,,,2019-11-22 15:18:51,2019-11-22 15:18:51,0.002s,PASSED
getStatusCode()).isEqualTo(200),,,,2019-11-22 15:18:51,2019-11-22 15:18:51,0.001s,PASSED
"verifyElementPropertyValue(response1, ""success"", true)",,,,2019-11-22 15:18:51,2019-11-22 15:18:51,0.015s,PASSED
response2 = sendRequestAndVerify(requestObject),,,,2019-11-22 15:18:51,2019-11-22 15:18:53,1.517s,PASSED
"verifyResponseStatusCode(response2, 200)",,,,2019-11-22 15:18:53,2019-11-22 15:18:53,0.002s,PASSED
getStatusCode()).isEqualTo(200),,,,2019-11-22 15:18:53,2019-11-22 15:18:53,0.001s,PASSED
"verifyElementPropertyValue(response2, ""success"", true)",,,,2019-11-22 15:18:53,2019-11-22 15:18:53,0.010s,PASSED
Start listener action : sampleAfterTestCase,,,,2019-11-22 15:18:53,2019-11-22 15:18:53,0.000s,PASSED
Start listener action : autoUpdateJobStatus,,,,2019-11-22 15:18:53,2019-11-22 15:18:53,0.000s,PASSED
Video,,,,2019-11-22 15:18:55,2019-11-22 15:18:55,0.000s,PASSED
